ts,value
233.04660932,0.01560216
233.24664933,0.01530806
233.44668934,0.01501637
233.64672935,0.01472708
233.84676935,0.01444019
234.04680936,0.01415571
234.24684937,0.01387363
234.44688938,0.01359395
234.64692939,0.01331667
234.84696939,0.01304180
235.04700940,0.01276933
235.24704941,0.01249927
235.44708942,0.01223161
235.64712943,0.01196637
235.84716943,0.01170352
236.04720944,0.01144309
236.24724945,0.01118508
236.44728946,0.01092947
236.64732947,0.01067629
236.84736947,0.01042552
237.04740948,0.01017717
237.24744949,0.00993125
237.44748950,0.00968776
237.64752951,0.00944670
237.84756951,0.00920808
238.04760952,0.00897190
238.24764953,0.00873817
238.44768954,0.00850688
238.64772955,0.00827806
238.84776955,0.00805169
239.04780956,0.00782780
239.24784957,0.00760638
239.44788958,0.00738744
239.64792959,0.00717099
239.84796959,0.00695704
240.04800960,0.00674560
240.24804961,0.00653667
240.44808962,0.00633027
240.64812963,0.00612641
240.84816963,0.00592510
241.04820964,0.00572634
241.24824965,0.00553015
241.44828966,0.00533656
241.64832967,0.00514556
241.84836967,0.00495717
242.04840968,0.00477141
242.24844969,0.00458830
242.44848970,0.00440786
242.64852971,0.00423009
242.84856971,0.00405503
243.04860972,0.00388270
243.24864973,0.00371311
243.44868974,0.00354630
243.64872975,0.00338228
243.84876975,0.00322108
244.04880976,0.00306274
244.24884977,0.00290728
244.44888978,0.00275475
244.64892979,0.00260516
244.84896979,0.00245857
245.04900980,0.00231501
245.24904981,0.00217452
245.44908982,0.00203716
245.64912983,0.00190298
245.84916983,0.00177202
246.04920984,0.00164436
246.24924985,0.00152006
246.44928986,0.00139918
246.64932987,0.00128181
246.84936987,0.00116804
247.04940988,0.00105795
247.24944989,0.00095165
247.44948990,0.00084927
247.64952991,0.00075094
247.84956991,0.00065681
248.04960992,0.00056704
248.24964993,0.00048186
248.44968994,0.00040148
248.64972995,0.00032620
248.84976995,0.00025637
249.04980996,0.00019242
249.24984997,0.00013493
249.44988998,0.00008471
249.64992999,0.00004299
249.84996999,0.00001206
250.05001000,-0.00000232
250.25005001,-0.00002595
250.45009002,-0.00006268
250.65013003,-0.00010885
250.85017003,-0.00016282
251.05021004,-0.00022363
251.25025005,-0.00029058
251.45029006,-0.00036318
251.65033007,-0.00044105
251.85037007,-0.00052386
252.05041008,-0.00061137
252.25045009,-0.00070334
252.45049010,-0.00079959
252.65053011,-0.00089997
252.85057011,-0.00100432
253.05061012,-0.00111252
253.25065013,-0.00122447
253.45069014,-0.00134005
253.65073015,-0.00145919
253.85077015,-0.00158179
254.05081016,-0.00170778
254.25085017,-0.00183709
254.45089018,-0.00196967
254.65093019,-0.00210545
254.85097019,-0.00224438
255.05101020,-0.00238640
255.25105021,-0.00253149
255.45109022,-0.00267958
255.65113023,-0.00283065
255.85117023,-0.00298465
256.05121024,-0.00314155
256.25125025,-0.00330132
256.45129026,-0.00346394
256.65133027,-0.00362936
256.85137027,-0.00379756
257.05141028,-0.00396853
257.25145029,-0.00414223
257.45149030,-0.00431864
257.65153031,-0.00449775
257.85157031,-0.00467953
258.05161032,-0.00486396
258.25165033,-0.00505103
258.45169034,-0.00524073
258.65173035,-0.00543303
258.85177035,-0.00562792
259.05181036,-0.00582540
259.25185037,-0.00602543
259.45189038,-0.00622802
259.65193039,-0.00643316
259.85197039,-0.00664082
260.05201040,-0.00685101
260.25205041,-0.00706370
260.45209042,-0.00727890
260.65213043,-0.00749660
260.85217043,-0.00771678
261.05221044,-0.00793944
261.25225045,-0.00816457
261.45229046,-0.00839216
261.65233047,-0.00862222
261.85237047,-0.00885473
262.05241048,-0.00908969
262.25245049,-0.00932709
262.45249050,-0.00956693
262.65253051,-0.00980920
262.85257051,-0.01005391
263.05261052,-0.01030104
263.25265053,-0.01055060
263.45269054,-0.01080258
263.65273055,-0.01105697
263.85277055,-0.01131378
264.05281056,-0.01157301
264.25285057,-0.01183464
264.45289058,-0.01209869
264.65293059,-0.01236514
264.85297059,-0.01263400
265.05301060,-0.01290527
265.25305061,-0.01317894
265.45309062,-0.01345501
265.65313063,-0.01373349
265.85317063,-0.01401437
266.05321064,-0.01429765
266.25325065,-0.01458333
266.45329066,-0.01487142
266.65333067,-0.01516191
266.85337067,-0.01545481
267.05341068,-0.01575011
267.25345069,-0.01604781
267.45349070,-0.01634792
267.65353071,-0.01665044
267.85357071,-0.01695537
268.05361072,-0.01726270
268.25365073,-0.01757245
268.45369074,-0.01788461
268.65373075,-0.01819918
268.85377075,-0.01851617
269.05381076,-0.01883557
269.25385077,-0.01915740
269.45389078,-0.01948164
269.65393079,-0.01980831
269.85397079,-0.02013741
270.05401080,-0.02046893
270.25405081,-0.02080289
270.45409082,-0.02113927
270.65413083,-0.02147810
270.85417083,-0.02181936
271.05421084,-0.02216306
271.25425085,-0.02250921
271.45429086,-0.02285780
271.65433087,-0.02320884
271.85437087,-0.02356233
272.05441088,-0.02391828
272.25445089,-0.02427669
272.45449090,-0.02463756
272.65453091,-0.02500090
272.85457091,-0.02536670
273.05461092,-0.02573498
273.25465093,-0.02610573
273.45469094,-0.02647896
273.65473095,-0.02685467
273.85477095,-0.02723287
274.05481096,-0.02761356
274.25485097,-0.02799674
274.45489098,-0.02838242
274.65493099,-0.02877060
274.85497099,-0.02916129
275.05501100,-0.02955448
275.25505101,-0.02995018
275.45509102,-0.03034840
275.65513103,-0.03074915
275.85517103,-0.03115241
276.05521104,-0.03155821
276.25525105,-0.03196653
276.45529106,-0.03237740
276.65533107,-0.03279080
276.85537107,-0.03320675
277.05541108,-0.03362525
277.25545109,-0.03404630
277.45549110,-0.03446991
277.65553111,-0.03489608
277.85557111,-0.03532482
278.05561112,-0.03575613
278.25565113,-0.03619001
278.45569114,-0.03662647
278.65573115,-0.03706552
278.85577115,-0.03750716
279.05581116,-0.03795138
279.25585117,-0.03839821
279.45589118,-0.03884764
279.65593119,-0.03929967
279.85597119,-0.03975431
280.05601120,-0.04021157
280.25605121,-0.04067145
280.45609122,-0.04113396
280.65613123,-0.04159909
280.85617123,-0.04206686
281.05621124,-0.04253726
281.25625125,-0.04301031
281.45629126,-0.04348601
281.65633127,-0.04396436
281.85637127,-0.04444537
282.05641128,-0.04492904
282.25645129,-0.04541537
282.45649130,-0.04590438
282.65653131,-0.04639606
282.85657131,-0.04689043
283.05661132,-0.04738747
283.25665133,-0.04788722
283.45669134,-0.04838965
283.65673135,-0.04889479
283.85677135,-0.04940263
284.05681136,-0.04991318
284.25685137,-0.05042644
284.45689138,-0.05094242
284.65693139,-0.05146113
284.85697139,-0.05198257
285.05701140,-0.05250674
285.25705141,-0.05303365
285.45709142,-0.05356330
285.65713143,-0.05409570
285.85717143,-0.05463085
286.05721144,-0.05516876
286.25725145,-0.05570943
286.45729146,-0.05625287
286.65733147,-0.05679909
286.85737147,-0.05734808
287.05741148,-0.05789985
287.25745149,-0.05845441
287.45749150,-0.05901176
287.65753151,-0.05957191
287.85757151,-0.06013486
288.05761152,-0.06070061
288.25765153,-0.06126918
288.45769154,-0.06184056
288.65773155,-0.06241476
288.85777155,-0.06299179
289.05781156,-0.06357165
289.25785157,-0.06415434
289.45789158,-0.06473988
289.65793159,-0.06532825
289.85797159,-0.06591948
290.05801160,-0.06651357
290.25805161,-0.06711051
290.45809162,-0.06771031
290.65813163,-0.06831299
290.85817163,-0.06891854
291.05821164,-0.06952696
291.25825165,-0.07013827
291.45829166,-0.07075247
291.65833167,-0.07136956
291.85837167,-0.07198955
292.05841168,-0.07261244
292.25845169,-0.07323823
292.45849170,-0.07386694
292.65853171,-0.07449857
292.85857171,-0.07513311
293.05861172,-0.07577058
293.25865173,-0.07641098
293.45869174,-0.07705432
293.65873175,-0.07770060
293.85877175,-0.07834982
294.05881176,-0.07900199
294.25885177,-0.07965711
294.45889178,-0.08031519
294.65893179,-0.08097624
294.85897179,-0.08164025
295.05901180,-0.08230723
295.25905181,-0.08297719
295.45909182,-0.08365014
295.65913183,-0.08432606
295.85917183,-0.08500498
296.05921184,-0.08568690
296.25925185,-0.08637181
296.45929186,-0.08705973
296.65933187,-0.08775065
296.85937187,-0.08844459
297.05941188,-0.08914155
297.25945189,-0.08984153
297.45949190,-0.09054453
297.65953191,-0.09125057
297.85957191,-0.09195964
298.05961192,-0.09267175
298.25965193,-0.09338690
298.45969194,-0.09410511
298.65973195,-0.09482636
298.85977195,-0.09555068
299.05981196,-0.09627805
299.25985197,-0.09700849
299.45989198,-0.09774201
299.65993199,-0.09847859
299.85997199,-0.09921826
300.06001200,-0.09996100
300.26005201,-0.10070684
300.46009202,-0.10145576
300.66013203,-0.10220779
300.86017203,-0.10296291
301.06021204,-0.10372114
301.26025205,-0.10448247
301.46029206,-0.10524692
301.66033207,-0.10601448
301.86037207,-0.10678517
302.06041208,-0.10755898
302.26045209,-0.10833591
302.46049210,-0.10911599
302.66053211,-0.10989919
302.86057211,-0.11068554
303.06061212,-0.11147504
303.26065213,-0.11226768
303.46069214,-0.11306348
303.66073215,-0.11386243
303.86077215,-0.11466455
304.06081216,-0.11546983
304.26085217,-0.11627828
304.46089218,-0.11708990
304.66093219,-0.11790470
304.86097219,-0.11872268
305.06101220,-0.11954384
305.26105221,-0.12036819
305.46109222,-0.12119573
305.66113223,-0.12202647
305.86117223,-0.12286041
306.06121224,-0.12369755
306.26125225,-0.12453790
306.46129226,-0.12538146
306.66133227,-0.12622823
306.86137227,-0.12707823
307.06141228,-0.12793144
307.26145229,-0.12878788
307.46149230,-0.12964754
307.66153231,-0.13051044
307.86157231,-0.13137658
308.06161232,-0.13224595
308.26165233,-0.13311857
308.46169234,-0.13399444
308.66173235,-0.13487355
308.86177235,-0.13575592
309.06181236,-0.13664154
309.26185237,-0.13753043
309.46189238,-0.13842258
309.66193239,-0.13931800
309.86197239,-0.14021668
310.06201240,-0.14111864
310.26205241,-0.14202388
310.46209242,-0.14293240
310.66213243,-0.14384420
310.86217243,-0.14475929
311.06221244,-0.14567766
311.26225245,-0.14659934
311.46229246,-0.14752430
311.66233247,-0.14845257
311.86237247,-0.14938414
312.06241248,-0.15031902
312.26245249,-0.15125720
312.46249250,-0.15219870
312.66253251,-0.15314351
312.86257251,-0.15409164
313.06261252,-0.15504309
313.26265253,-0.15599787
313.46269254,-0.15695597
313.66273255,-0.15791740
313.86277255,-0.15888216
314.06281256,-0.15985026
314.26285257,-0.16082170
314.46289258,-0.16179648
314.66293259,-0.16277461
314.86297259,-0.16375608
315.06301260,-0.16474090
315.26305261,-0.16572907
315.46309262,-0.16672060
315.66313263,-0.16771548
315.86317263,-0.16871373
316.06321264,-0.16971534
316.26325265,-0.17072031
316.46329266,-0.17172865
316.66333267,-0.17274037
316.86337267,-0.17375545
317.06341268,-0.17477392
317.26345269,-0.17579576
317.46349270,-0.17682098
317.66353271,-0.17784959
317.86357271,-0.17888158
318.06361272,-0.17991696
318.26365273,-0.18095572
318.46369274,-0.18199789
318.66373275,-0.18304344
318.86377275,-0.18409240
319.06381276,-0.18514475
319.26385277,-0.18620051
319.46389278,-0.18725967
319.66393279,-0.18832223
319.86397279,-0.18938821
320.06401280,-0.19045759
320.26405281,-0.19153039
320.46409282,-0.19260660
320.66413283,-0.19368623
320.86417283,-0.19476928
321.06421284,-0.19585575
321.26425285,-0.19694564
321.46429286,-0.19803896
321.66433287,-0.19913570
321.86437287,-0.20023587
322.06441288,-0.20133948
322.26445289,-0.20244651
322.46449290,-0.20355698
322.66453291,-0.20467088
322.86457291,-0.20578822
323.06461292,-0.20690901
323.26465293,-0.20803323
323.46469294,-0.20916089
323.66473295,-0.21029200
323.86477295,-0.21142656
324.06481296,-0.21256456
324.26485297,-0.21370602
324.46489298,-0.21485092
324.66493299,-0.21599928
324.86497299,-0.21715109
325.06501300,-0.21830635
325.26505301,-0.21946507
325.46509302,-0.22062725
325.66513303,-0.22179289
325.86517303,-0.22296199
326.06521304,-0.22413456
326.26525305,-0.22531058
326.46529306,-0.22649007
326.66533307,-0.22767303
326.86537307,-0.22885945
327.06541308,-0.23004935
327.26545309,-0.23124271
327.46549310,-0.23243954
327.66553311,-0.23363985
327.86557311,-0.23484363
328.06561312,-0.23605088
328.26565313,-0.23726161
328.46569314,-0.23847581
328.66573315,-0.23969349
328.86577315,-0.24091465
329.06581316,-0.24213929
329.26585317,-0.24336740
329.46589318,-0.24459900
329.66593319,-0.24583408
329.86597319,-0.24707264
330.06601320,-0.24831468
330.26605321,-0.24956021
330.46609322,-0.25080922
330.66613323,-0.25206172
330.86617323,-0.25331770
331.06621324,-0.25457717
331.26625325,-0.25584013
331.46629326,-0.25710657
331.66633327,-0.25837650
331.86637327,-0.25964992
332.06641328,-0.26092683
332.26645329,-0.26220723
332.46649330,-0.26349112
332.66653331,-0.26477850
332.86657331,-0.26606937
333.06661332,-0.26736373
333.26665333,-0.26866158
333.46669334,-0.26996293
333.66673335,-0.27126776
333.86677335,-0.27257609
334.06681336,-0.27388791
334.26685337,-0.27520322
334.46689338,-0.27652203
334.66693339,-0.27784433
334.86697339,-0.27917012
335.06701340,-0.28049940
335.26705341,-0.28183218
335.46709342,-0.28316845
335.66713343,-0.28450821
335.86717343,-0.28585146
336.06721344,-0.28719821
336.26725345,-0.28854844
336.46729346,-0.28990218
336.66733347,-0.29125940
336.86737347,-0.29262011
337.06741348,-0.29398432
337.26745349,-0.29535202
337.46749350,-0.29672320
337.66753351,-0.29809788
337.86757351,-0.29947605
338.06761352,-0.30085771
338.26765353,-0.30224286
338.46769354,-0.30363149
338.66773355,-0.30502362
338.86777355,-0.30641923
339.06781356,-0.30781833
339.26785357,-0.30922092
339.46789358,-0.31062699
339.66793359,-0.31203654
339.86797359,-0.31344959
340.06801360,-0.31486611
340.26805361,-0.31628612
340.46809362,-0.31770961
340.66813363,-0.31913659
340.86817363,-0.32056704
341.06821364,-0.32200097
341.26825365,-0.32343839
341.46829366,-0.32487928
341.66833367,-0.32632365
341.86837367,-0.32777149
342.06841368,-0.32922281
342.26845369,-0.33067760
342.46849370,-0.33213587
342.66853371,-0.33359761
342.86857371,-0.33506282
343.06861372,-0.33653149
343.26865373,-0.33800364
343.46869374,-0.33947925
343.66873375,-0.34095833
343.86877375,-0.34244088
344.06881376,-0.34392688
344.26885377,-0.34541635
344.46889378,-0.34690928
344.66893379,-0.34840567
344.86897379,-0.34990552
345.06901380,-0.35140882
345.26905381,-0.35291557
345.46909382,-0.35442578
345.66913383,-0.35593944
345.86917383,-0.35745655
346.06921384,-0.35897711
346.26925385,-0.36050112
346.46929386,-0.36202857
346.66933387,-0.36355946
346.86937387,-0.36509379
347.06941388,-0.36663157
347.26945389,-0.36817278
347.46949390,-0.36971743
347.66953391,-0.37126551
347.86957391,-0.37281702
348.06961392,-0.37437196
348.26965393,-0.37593033
348.46969394,-0.37749213
348.66973395,-0.37905735
348.86977395,-0.38062599
349.06981396,-0.38219805
349.26985397,-0.38377353
349.46989398,-0.38535243
349.66993399,-0.38693474
349.86997399,-0.38852045
350.07001400,-0.39010958
350.27005401,-0.39170212
350.47009402,-0.39329806
350.67013403,-0.39489740
350.87017403,-0.39650013
351.07021404,-0.39810627
351.27025405,-0.39971580
351.47029406,-0.40132872
351.67033407,-0.40294503
351.87037407,-0.40456473
352.07041408,-0.40618782
352.27045409,-0.40781428
352.47049410,-0.40944412
352.67053411,-0.41107734
352.87057411,-0.41271394
353.07061412,-0.41435390
353.27065413,-0.41599723
353.47069414,-0.41764393
353.67073415,-0.41929399
353.87077415,-0.42094741
354.07081416,-0.42260418
354.27085417,-0.42426431
354.47089418,-0.42592779
354.67093419,-0.42759462
354.87097419,-0.42926479
355.07101420,-0.43093830
355.27105421,-0.43261516
355.47109422,-0.43429534
355.67113423,-0.43597886
355.87117423,-0.43766571
356.07121424,-0.43935588
356.27125425,-0.44104938
356.47129426,-0.44274620
356.67133427,-0.44444633
356.87137427,-0.44614977
357.07141428,-0.44785653
357.27145429,-0.44956659
357.47149430,-0.45127995
357.67153431,-0.45299661
357.87157431,-0.45471656
358.07161432,-0.45643981
358.27165433,-0.45816635
358.47169434,-0.45989617
358.67173435,-0.46162927
358.87177435,-0.46336565
359.07181436,-0.46510530
359.27185437,-0.46684822
359.47189438,-0.46859441
359.67193439,-0.47034386
359.87197439,-0.47209657
360.07201440,-0.47385253
360.27205441,-0.47561174
360.47209442,-0.47737420
360.67213443,-0.47913991
360.87217443,-0.48090885
361.07221444,-0.48268102
361.27225445,-0.48445643
361.47229446,-0.48623507
361.67233447,-0.48801692
361.87237447,-0.48980200
362.07241448,-0.49159029
362.27245449,-0.49338178
362.47249450,-0.49517649
362.67253451,-0.49697440
362.87257451,-0.49877550
363.07261452,-0.50057979
363.27265453,-0.50238728
363.47269454,-0.50419795
363.67273455,-0.50601179
363.87277455,-0.50782882
364.07281456,-0.50964901
364.27285457,-0.51147237
364.47289458,-0.51329889
364.67293459,-0.51512857
364.87297459,-0.51696140
365.07301460,-0.51879737
365.27305461,-0.52063649
365.47309462,-0.52247875
365.67313463,-0.52432414
365.87317463,-0.52617267
366.07321464,-0.52802431
366.27325465,-0.52987907
366.47329466,-0.53173695
366.67333467,-0.53359794
366.87337467,-0.53546203
367.07341468,-0.53732922
367.27345469,-0.53919950
367.47349470,-0.54107287
367.67353471,-0.54294933
367.87357471,-0.54482887
368.07361472,-0.54671148
368.27365473,-0.54859715
368.47369474,-0.55048590
368.67373475,-0.55237770
368.87377475,-0.55427255
369.07381476,-0.55617045
369.27385477,-0.55807139
369.47389478,-0.55997537
369.67393479,-0.56188239
369.87397479,-0.56379242
370.07401480,-0.56570548
370.27405481,-0.56762156
370.47409482,-0.56954064
370.67413483,-0.57146273
370.87417483,-0.57338781
371.07421484,-0.57531589
371.27425485,-0.57724696
371.47429486,-0.57918101
371.67433487,-0.58111803
371.87437487,-0.58305803
372.07441488,-0.58500098
372.27445489,-0.58694690
372.47449490,-0.58889577
372.67453491,-0.59084759
372.87457491,-0.59280235
373.07461492,-0.59476004
373.27465493,-0.59672066
373.47469494,-0.59868421
373.67473495,-0.60065067
373.87477495,-0.60262004
374.07481496,-0.60459232
374.27485497,-0.60656750
374.47489498,-0.60854557
374.67493499,-0.61052653
374.87497499,-0.61251036
375.07501500,-0.61449707
375.27505501,-0.61648665
375.47509502,-0.61847909
375.67513503,-0.62047439
375.87517504,-0.62247253
376.07521504,-0.62447352
376.27525505,-0.62647734
376.47529506,-0.62848400
376.67533507,-0.63049347
376.87537508,-0.63250576
377.07541508,-0.63452087
377.27545509,-0.63653877
377.47549510,-0.63855948
377.67553511,-0.64058297
377.87557512,-0.64260924
378.07561512,-0.64463830
378.27565513,-0.64667012
378.47569514,-0.64870471
378.67573515,-0.65074205
378.87577516,-0.65278214
379.07581516,-0.65482498
379.27585517,-0.65687055
379.47589518,-0.65891885
379.67593519,-0.66096987
379.87597520,-0.66302361
380.07601520,-0.66508005
380.27605521,-0.66713920
380.47609522,-0.66920104
380.67613523,-0.67126557
380.87617524,-0.67333277
381.07621524,-0.67540265
381.27625525,-0.67747520
381.47629526,-0.67955040
381.67633527,-0.68162826
381.87637528,-0.68370875
382.07641528,-0.68579189
382.27645529,-0.68787765
382.47649530,-0.68996603
382.67653531,-0.69205703
382.87657532,-0.69415064
383.07661532,-0.69624684
383.27665533,-0.69834564
383.47669534,-0.70044702
383.67673535,-0.70255097
383.87677536,-0.70465750
384.07681536,-0.70676659
384.27685537,-0.70887823
384.47689538,-0.71099242
384.67693539,-0.71310914
384.87697540,-0.71522840
385.07701540,-0.71735018
385.27705541,-0.71947447
385.47709542,-0.72160128
385.67713543,-0.72373058
385.87717544,-0.72586237
386.07721544,-0.72799665
386.27725545,-0.73013340
386.47729546,-0.73227262
386.67733547,-0.73441430
386.87737548,-0.73655843
387.07741548,-0.73870501
387.27745549,-0.74085402
387.47749550,-0.74300546
387.67753551,-0.74515932
387.87757552,-0.74731558
388.07761552,-0.74947426
388.27765553,-0.75163532
388.47769554,-0.75379878
388.67773555,-0.75596461
388.87777556,-0.75813281
389.07781556,-0.76030337
389.27785557,-0.76247629
389.47789558,-0.76465155
389.67793559,-0.76682914
389.87797560,-0.76900907
390.07801560,-0.77119131
390.27805561,-0.77337586
390.47809562,-0.77556272
390.67813563,-0.77775187
390.87817564,-0.77994330
391.07821564,-0.78213701
391.27825565,-0.78433299
391.47829566,-0.78653123
391.67833567,-0.78873172
391.87837568,-0.79093445
392.07841568,-0.79313941
392.27845569,-0.79534659
392.47849570,-0.79755600
392.67853571,-0.79976760
392.87857572,-0.80198141
393.07861572,-0.80419740
393.27865573,-0.80641557
393.47869574,-0.80863591
393.67873575,-0.81085842
393.87877576,-0.81308307
394.07881576,-0.81530987
394.27885577,-0.81753880
394.47889578,-0.81976986
394.67893579,-0.82200304
394.87897580,-0.82423832
395.07901580,-0.82647570
395.27905581,-0.82871516
395.47909582,-0.83095671
395.67913583,-0.83320032
395.87917584,-0.83544600
396.07921584,-0.83769373
396.27925585,-0.83994350
396.47929586,-0.84219530
396.67933587,-0.84444912
396.87937588,-0.84670496
397.07941588,-0.84896280
397.27945589,-0.85122264
397.47949590,-0.85348446
397.67953591,-0.85574825
397.87957592,-0.85801401
398.07961592,-0.86028173
398.27965593,-0.86255139
398.47969594,-0.86482300
398.67973595,-0.86709652
398.87977596,-0.86937197
399.07981596,-0.87164932
399.27985597,-0.87392857
399.47989598,-0.87620971
399.67993599,-0.87849273
399.87997600,-0.88077761
400.08001600,-0.88306436
400.28005601,-0.88535295
400.48009602,-0.88764338
400.68013603,-0.88993564
400.88017604,-0.89222972
401.08021604,-0.89452561
401.28025605,-0.89682329
401.48029606,-0.89912277
401.68033607,-0.90142402
401.88037608,-0.90372704
402.08041608,-0.90603182
402.28045609,-0.90833835
402.48049610,-0.91064661
402.68053611,-0.91295660
402.88057612,-0.91526831
403.08061612,-0.91758173
403.28065613,-0.91989684
403.48069614,-0.92221364
403.68073615,-0.92453212
403.88077616,-0.92685226
404.08081616,-0.92917406
404.28085617,-0.93149750
404.48089618,-0.93382257
404.68093619,-0.93614927
404.88097620,-0.93847759
405.08101620,-0.94080750
405.28105621,-0.94313901
405.48109622,-0.94547210
405.68113623,-0.94780676
405.88117624,-0.95014298
406.08121624,-0.95248075
406.28125625,-0.95482007
406.48129626,-0.95716090
406.68133627,-0.95950326
406.88137628,-0.96184712
407.08141628,-0.96419248
407.28145629,-0.96653933
407.48149630,-0.96888765
407.68153631,-0.97123743
407.88157632,-0.97358867
408.08161632,-0.97594135
408.28165633,-0.97829545
408.48169634,-0.98065098
408.68173635,-0.98300792
408.88177636,-0.98536626
409.08181636,-0.98772598
409.28185637,-0.99008708
409.48189638,-0.99244954
409.68193639,-0.99481336
409.88197640,-0.99717852
410.08201640,-0.99954501
410.28205641,-1.00191282
410.48209642,-1.00428195
410.68213643,-1.00665236
410.88217644,-1.00902407
411.08221644,-1.01139705
411.28225645,-1.01377130
411.48229646,-1.01614680
411.68233647,-1.01852354
411.88237648,-1.02090151
412.08241648,-1.02328070
412.28245649,-1.02566109
412.48249650,-1.02804269
412.68253651,-1.03042546
412.88257652,-1.03280941
413.08261652,-1.03519452
413.28265653,-1.03758079
413.48269654,-1.03996819
413.68273655,-1.04235672
413.88277656,-1.04474636
414.08281656,-1.04713711
414.28285657,-1.04952894
414.48289658,-1.05192186
414.68293659,-1.05431585
414.88297660,-1.05671090
415.08301660,-1.05910699
415.28305661,-1.06150412
415.48309662,-1.06390226
415.68313663,-1.06630142
415.88317664,-1.06870158
416.08321664,-1.07110272
416.28325665,-1.07350484
416.48329666,-1.07590792
416.68333667,-1.07831195
416.88337668,-1.08071692
417.08341668,-1.08312281
417.28345669,-1.08552963
417.48349670,-1.08793734
417.68353671,-1.09034595
417.88357672,-1.09275544
418.08361672,-1.09516579
418.28365673,-1.09757700
418.48369674,-1.09998905
418.68373675,-1.10240193
418.88377676,-1.10481564
419.08381676,-1.10723015
419.28385677,-1.10964545
419.48389678,-1.11206154
419.68393679,-1.11447839
419.88397680,-1.11689601
420.08401680,-1.11931437
420.28405681,-1.12173346
420.48409682,-1.12415327
420.68413683,-1.12657380
420.88417684,-1.12899502
421.08421684,-1.13141692
421.28425685,-1.13383950
421.48429686,-1.13626273
421.68433687,-1.13868662
421.88437688,-1.14111114
422.08441688,-1.14353628
422.28445689,-1.14596203
422.48449690,-1.14838837
422.68453691,-1.15081531
422.88457692,-1.15324281
423.08461692,-1.15567088
423.28465693,-1.15809949
423.48469694,-1.16052863
423.68473695,-1.16295830
423.88477696,-1.16538848
424.08481696,-1.16781916
424.28485697,-1.17025032
424.48489698,-1.17268195
424.68493699,-1.17511404
424.88497700,-1.17754657
425.08501700,-1.17997954
425.28505701,-1.18241294
425.48509702,-1.18484673
425.68513703,-1.18728093
425.88517704,-1.18971550
426.08521704,-1.19215045
426.28525705,-1.19458575
426.48529706,-1.19702140
426.68533707,-1.19945738
426.88537708,-1.20189368
427.08541708,-1.20433028
427.28545709,-1.20676717
427.48549710,-1.20920435
427.68553711,-1.21164179
427.88557712,-1.21407948
428.08561712,-1.21651741
428.28565713,-1.21895558
428.48569714,-1.22139395
428.68573715,-1.22383253
428.88577716,-1.22627130
429.08581716,-1.22871024
429.28585717,-1.23114935
429.48589718,-1.23358860
429.68593719,-1.23602799
429.88597720,-1.23846750
430.08601720,-1.24090713
430.28605721,-1.24334685
430.48609722,-1.24578665
430.68613723,-1.24822653
430.88617724,-1.25066646
431.08621724,-1.25310643
431.28625725,-1.25554644
431.48629726,-1.25798646
431.68633727,-1.26042649
431.88637728,-1.26286651
432.08641728,-1.26530651
432.28645729,-1.26774647
432.48649730,-1.27018638
432.68653731,-1.27262623
432.88657732,-1.27506600
433.08661732,-1.27750568
433.28665733,-1.27994527
433.48669734,-1.28238473
433.68673735,-1.28482407
433.88677736,-1.28726326
434.08681736,-1.28970230
434.28685737,-1.29214117
434.48689738,-1.29457985
434.68693739,-1.29701834
434.88697740,-1.29945661
435.08701740,-1.30189467
435.28705741,-1.30433249
435.48709742,-1.30677005
435.68713743,-1.30920735
435.88717744,-1.31164438
436.08721744,-1.31408111
436.28725745,-1.31651753
436.48729746,-1.31895364
436.68733747,-1.32138942
436.88737748,-1.32382485
437.08741748,-1.32625992
437.28745749,-1.32869462
437.48749750,-1.33112893
437.68753751,-1.33356283
437.88757752,-1.33599633
438.08761752,-1.33842940
438.28765753,-1.34086202
438.48769754,-1.34329419
438.68773755,-1.34572589
438.88777756,-1.34815710
439.08781756,-1.35058782
439.28785757,-1.35301803
439.48789758,-1.35544772
439.68793759,-1.35787686
439.88797760,-1.36030546
440.08801760,-1.36273349
440.28805761,-1.36516093
440.48809762,-1.36758779
440.68813763,-1.37001403
440.88817764,-1.37243966
441.08821764,-1.37486465
441.28825765,-1.37728899
441.48829766,-1.37971267
441.68833767,-1.38213567
441.88837768,-1.38455798
442.08841768,-1.38697958
442.28845769,-1.38940047
442.48849770,-1.39182062
442.68853771,-1.39424002
442.88857772,-1.39665867
443.08861772,-1.39907654
443.28865773,-1.40149362
443.48869774,-1.40390989
443.68873775,-1.40632536
443.88877776,-1.40873998
444.08881776,-1.41115377
444.28885777,-1.41356669
444.48889778,-1.41597875
444.68893779,-1.41838991
444.88897780,-1.42080017
445.08901780,-1.42320952
445.28905781,-1.42561794
445.48909782,-1.42802541
445.68913783,-1.43043193
445.88917784,-1.43283747
446.08921784,-1.43524203
446.28925785,-1.43764559
446.48929786,-1.44004813
446.68933787,-1.44244965
446.88937788,-1.44485012
447.08941788,-1.44724954
447.28945789,-1.44964788
447.48949790,-1.45204514
447.68953791,-1.45444130
447.88957792,-1.45683634
448.08961792,-1.45923026
448.28965793,-1.46162303
448.48969794,-1.46401465
448.68973795,-1.46640510
448.88977796,-1.46879436
449.08981796,-1.47118242
449.28985797,-1.47356927
449.48989798,-1.47595489
